TotalSpectrum-x_point	TotalSpectrum-y_point	TotalSpectrum-x_line	TotalSpectrum-y_line	Subspectrum2-x_line	Subspectrum2-y_line
-1.29716	39007	-1.29716	39017.3	-1.29716	39017.3
-1.29519	38948	-1.29519	39016.9	-1.29519	39016.9
-1.29318	39056	-1.29318	39016.4	-1.29318	39016.4
-1.29111	39155	-1.29111	39016	-1.29111	39016
-1.289	39280	-1.289	39015.6	-1.289	39015.6
-1.28684	38803	-1.28684	39015.1	-1.28684	39015.1
-1.28463	39107	-1.28463	39014.7	-1.28463	39014.7
-1.28237	39006	-1.28237	39014.2	-1.28237	39014.2
-1.28007	39093	-1.28007	39013.7	-1.28007	39013.7
-1.27771	39537	-1.27771	39013.2	-1.27771	39013.2
-1.27531	39283	-1.27531	39012.7	-1.27531	39012.7
-1.27286	39184	-1.27286	39012.2	-1.27286	39012.2
-1.27036	38648	-1.27036	39011.7	-1.27036	39011.7
-1.26782	38731	-1.26782	39011.1	-1.26782	39011.1
-1.26522	39329	-1.26522	39010.5	-1.26522	39010.5
-1.26258	38744	-1.26258	39009.9	-1.26258	39009.9
-1.25989	39241	-1.25989	39009.3	-1.25989	39009.3
-1.25716	39533	-1.25716	39008.7	-1.25716	39008.7
-1.25437	38974	-1.25437	39008.1	-1.25437	39008.1
-1.25154	38906	-1.25154	39007.4	-1.25154	39007.4
-1.24866	39111	-1.24866	39006.8	-1.24866	39006.8
-1.24574	39209	-1.24574	39006.1	-1.24574	39006.1
-1.24277	39144	-1.24277	39005.4	-1.24277	39005.4
-1.23975	39127	-1.23975	39004.7	-1.23975	39004.7
-1.23668	39045	-1.23668	39003.9	-1.23668	39003.9
-1.23357	39011	-1.23357	39003.2	-1.23357	39003.2
-1.23041	38955	-1.23041	39002.4	-1.23041	39002.4
-1.22721	39469	-1.22721	39001.6	-1.22721	39001.6
-1.22395	39245	-1.22395	39000.8	-1.22395	39000.8
-1.22066	38994	-1.22066	39000	-1.22066	39000
-1.21731	39162	-1.21731	38999.1	-1.21731	38999.1
-1.21393	39031	-1.21393	38998.2	-1.21393	38998.2
-1.21049	39197	-1.21049	38997.4	-1.21049	38997.4
-1.20701	38722	-1.20701	38996.4	-1.20701	38996.4
-1.20349	39088	-1.20349	38995.5	-1.20349	38995.5
-1.19992	39128	-1.19992	38994.5	-1.19992	38994.5
-1.1963	39158	-1.1963	38993.5	-1.1963	38993.5
-1.19264	38909	-1.19264	38992.5	-1.19264	38992.5
-1.18893	39074	-1.18893	38991.5	-1.18893	38991.5
-1.18518	38939	-1.18518	38990.4	-1.18518	38990.4
-1.18139	39225	-1.18139	38989.4	-1.18139	38989.4
-1.17755	38993	-1.17755	38988.2	-1.17755	38988.2
-1.17366	38675	-1.17366	38987.1	-1.17366	38987.1
-1.16973	39272	-1.16973	38985.9	-1.16973	38985.9
-1.16576	38875	-1.16576	38984.7	-1.16576	38984.7
-1.16175	38787	-1.16175	38983.5	-1.16175	38983.5
-1.15769	39114	-1.15769	38982.2	-1.15769	38982.2
-1.15358	38781	-1.15358	38981	-1.15358	38981
-1.14943	38857	-1.14943	38979.6	-1.14943	38979.6
-1.14524	39041	-1.14524	38978.3	-1.14524	38978.3
-1.14101	38644	-1.14101	38976.9	-1.14101	38976.9
-1.13674	38852	-1.13674	38975.5	-1.13674	38975.5
-1.13241	38888	-1.13241	38974	-1.13241	38974
-1.12805	38683	-1.12805	38972.5	-1.12805	38972.5
-1.12365	38600	-1.12365	38971	-1.12365	38971
-1.1192	39176	-1.1192	38969.4	-1.1192	38969.4
-1.11471	38612	-1.11471	38967.8	-1.11471	38967.8
-1.11018	38728	-1.11018	38966.1	-1.11018	38966.1
-1.10561	38965	-1.10561	38964.4	-1.10561	38964.4
