Original file:
C:\Users\Kryolabor\Desktop\131124Joekob\fe_3O_4.txt
Date / time: 18.11.2024, 14:33:24
Sample: Fe_3O_4
Comments: 80.0 mV
Channel #	Counts	Counts (folded)
    981	  74113	      0
    982	  74318	      0
    983	  74535	      0
    984	  74311	      0
    985	  73948	      0
    986	  74210	      0
    987	  74373	      0
    988	  74242	      0
    989	  74142	      0
    990	  74494	      0
    991	  73573	      0
    992	  74068	      0
    993	  74473	      0
    994	  73960	      0
    995	  74011	      0
    996	  74224	      0
    997	  73757	      0
    998	  74103	      0
    999	  74114	      0
   1000	  74108	      0
   1001	  73897	      0
   1002	  74170	      0
   1003	  74379	      0
   1004	  73997	      0
   1005	  74023	      0
   1006	  74117	      0
   1007	  74364	      0
   1008	  74509	      0
   1009	  73594	      0
   1010	  74289	      0
   1011	  74574	      0
   1012	  74374	      0
   1013	  73785	      0
   1014	  74274	      0
   1015	  74170	      0
   1016	  74003	      0
   1017	  73256	      0
   1018	  73696	      0
   1019	  74066	      0
   1020	  73986	      0
   1021	  74335	      0
   1022	  74509	      0
   1023	  74601	      0
