TotalSpectrum-x_point	TotalSpectrum-y_point	TotalSpectrum-x_line	TotalSpectrum-y_line	Subspectrum2-x_line	Subspectrum2-y_line
-2.78295	30193	-2.78295	30205.7	-2.78295	30205.7
-2.77252	30037	-2.77252	30205.6	-2.77252	30205.6
-2.76199	30220	-2.76199	30205.5	-2.76199	30205.5
-2.75135	30013	-2.75135	30205.4	-2.75135	30205.4
-2.74061	30590	-2.74061	30205.3	-2.74061	30205.3
-2.72976	30394	-2.72976	30205.1	-2.72976	30205.1
-2.71881	30089	-2.71881	30205	-2.71881	30205
-2.70776	30628	-2.70776	30204.9	-2.70776	30204.9
-2.69661	30078	-2.69661	30204.8	-2.69661	30204.8
-2.68536	30330	-2.68536	30204.7	-2.68536	30204.7
-2.674	30009	-2.674	30204.6	-2.674	30204.6
-2.66255	30004	-2.66255	30204.4	-2.66255	30204.4
-2.65099	30060	-2.65099	30204.3	-2.65099	30204.3
-2.63933	30191	-2.63933	30204.2	-2.63933	30204.2
-2.62758	30117	-2.62758	30204	-2.62758	30204
-2.61573	30501	-2.61573	30203.9	-2.61573	30203.9
-2.60377	30241	-2.60377	30203.8	-2.60377	30203.8
-2.59172	30021	-2.59172	30203.6	-2.59172	30203.6
-2.57957	30127	-2.57957	30203.5	-2.57957	30203.5
-2.56733	30197	-2.56733	30203.3	-2.56733	30203.3
-2.55499	30204	-2.55499	30203.2	-2.55499	30203.2
-2.54255	30030	-2.54255	30203	-2.54255	30203
-2.53002	30370	-2.53002	30202.8	-2.53002	30202.8
-2.51739	30127	-2.51739	30202.7	-2.51739	30202.7
-2.50466	29946	-2.50466	30202.5	-2.50466	30202.5
-2.49184	30532	-2.49184	30202.3	-2.49184	30202.3
-2.47893	30190	-2.47893	30202.1	-2.47893	30202.1
-2.46593	30238	-2.46593	30202	-2.46593	30202
-2.45283	30115	-2.45283	30201.8	-2.45283	30201.8
-2.43964	30339	-2.43964	30201.6	-2.43964	30201.6
-2.42636	29917	-2.42636	30201.4	-2.42636	30201.4
-2.41298	30341	-2.41298	30201.2	-2.41298	30201.2
-2.39952	30156	-2.39952	30201	-2.39952	30201
-2.38596	30335	-2.38596	30200.8	-2.38596	30200.8
-2.37232	30520	-2.37232	30200.5	-2.37232	30200.5
-2.35858	30183	-2.35858	30200.3	-2.35858	30200.3
-2.34476	30426	-2.34476	30200.1	-2.34476	30200.1
-2.33085	30242	-2.33085	30199.9	-2.33085	30199.9
-2.31685	30012	-2.31685	30199.6	-2.31685	30199.6
-2.30276	30127	-2.30276	30199.4	-2.30276	30199.4
-2.28859	29786	-2.28859	30199.1	-2.28859	30199.1
-2.27433	30148	-2.27433	30198.9	-2.27433	30198.9
-2.25999	30236	-2.25999	30198.6	-2.25999	30198.6
-2.24556	30154	-2.24556	30198.3	-2.24556	30198.3
-2.23104	30359	-2.23104	30198.1	-2.23104	30198.1
-2.21645	30007	-2.21645	30197.8	-2.21645	30197.8
-2.20176	30290	-2.20176	30197.5	-2.20176	30197.5
-2.187	30282	-2.187	30197.2	-2.187	30197.2
-2.17215	30040	-2.17215	30196.9	-2.17215	30196.9
-2.15722	30111	-2.15722	30196.5	-2.15722	30196.5
-2.14221	30137	-2.14221	30196.2	-2.14221	30196.2
-2.12712	30395	-2.12712	30195.9	-2.12712	30195.9
-2.11195	30288	-2.11195	30195.5	-2.11195	30195.5
-2.0967	30144	-2.0967	30195.2	-2.0967	30195.2
-2.08137	30283	-2.08137	30194.8	-2.08137	30194.8
-2.06596	30170	-2.06596	30194.4	-2.06596	30194.4
-2.05048	30315	-2.05048	30194	-2.05048	30194
-2.03492	29962	-2.03492	30193.7	-2.03492	30193.7
-2.01928	30169	-2.01928	30193.2	-2.01928	30193.2
-2.00356	30215	-2.00356	30192.8	-2.00356	30192.8
-1.98777	30323	-1.98777	30192.4	-1.98777	30192.4
-1.97191	30299	-1.97191	30191.9	-1.97191	30191.9
-1.95597	30168	-1.95597	30191.5	-1.95597	30191.5
-1.93995	30368	-1.93995	30191	-1.93995	30191
-1.92387	29939	-1.92387	30190.5	-1.92387	30190.5
-1.90771	30369	-1.90771	30190	-1.90771	30190
-1.89148	30263	-1.89148	30189.5	-1.89148	30189.5
-1.87518	30114	-1.87518	30188.9	-1.87518	30188.9
-1.85881	29947	-1.85881	30188.4	-1.85881	30188.4
-1.84236	30102	-1.84236	30187.8	-1.84236	30187.8
-1.82585	30102	-1.82585	30187.2	-1.82585	30187.2
-1.80927	30441	-1.80927	30186.6	-1.80927	30186.6
-1.79262	30192	-1.79262	30185.9	-1.79262	30185.9
-1.77591	30210	-1.77591	30185.3	-1.77591	30185.3
-1.75912	30367	-1.75912	30184.6	-1.75912	30184.6
-1.74227	29849	-1.74227	30183.9	-1.74227	30183.9
-1.72536	30312	-1.72536	30183.1	-1.72536	30183.1
-1.70838	30388	-1.70838	30182.4	-1.70838	30182.4
-1.69134	30070	-1.69134	30181.6	-1.69134	30181.6
-1.67423	30040	-1.67423	30180.8	-1.67423	30180.8
-1.65706	30386	-1.65706	30179.9	-1.65706	30179.9
-1.63982	30471	-1.63982	30179.1	-1.63982	30179.1
-1.62253	30069	-1.62253	30178.1	-1.62253	30178.1
-1.60517	30187	-1.60517	30177.2	-1.60517	30177.2
-1.58776	30034	-1.58776	30176.2	-1.58776	30176.2
-1.57028	30509	-1.57028	30175.2	-1.57028	30175.2
-1.55274	30292	-1.55274	30174.1	-1.55274	30174.1
-1.53515	30061	-1.53515	30173	-1.53515	30173
-1.5175	29943	-1.5175	30171.9	-1.5175	30171.9
-1.49979	29958	-1.49979	30170.7	-1.49979	30170.7
-1.48202	30369	-1.48202	30169.4	-1.48202	30169.4
-1.4642	30052	-1.4642	30168.1	-1.4642	30168.1
-1.44633	30051	-1.44633	30166.8	-1.44633	30166.8
-1.4284	30118	-1.4284	30165.3	-1.4284	30165.3
-1.41041	30109	-1.41041	30163.8	-1.41041	30163.8
-1.39238	30248	-1.39238	30162.3	-1.39238	30162.3
-1.37429	30129	-1.37429	30160.7	-1.37429	30160.7
-1.35614	30210	-1.35614	30159	-1.35614	30159
-1.33795	30223	-1.33795	30157.2	-1.33795	30157.2
-1.31971	30555	-1.31971	30155.3	-1.31971	30155.3
-1.30142	30129	-1.30142	30153.4	-1.30142	30153.4
-1.28307	30498	-1.28307	30151.3	-1.28307	30151.3
-1.26468	30017	-1.26468	30149.1	-1.26468	30149.1
-1.24625	30141	-1.24625	30146.9	-1.24625	30146.9
-1.22776	30042	-1.22776	30144.5	-1.22776	30144.5
-1.20923	30132	-1.20923	30141.9	-1.20923	30141.9
-1.19066	30279	-1.19066	30139.3	-1.19066	30139.3
-1.17203	30402	-1.17203	30136.5	-1.17203	30136.5
-1.15337	30265	-1.15337	30133.5	-1.15337	30133.5
-1.13466	30185	-1.13466	30130.4	-1.13466	30130.4
-1.11591	29922	-1.11591	30127.1	-1.11591	30127.1
-1.09712	30219	-1.09712	30123.5	-1.09712	30123.5
-1.07828	30254	-1.07828	30119.8	-1.07828	30119.8
-1.0594	30488	-1.0594	30115.8	-1.0594	30115.8
-1.04049	30194	-1.04049	30111.6	-1.04049	30111.6
-1.02154	30178	-1.02154	30107.1	-1.02154	30107.1
-1.00254	30294	-1.00254	30102.4	-1.00254	30102.4
-0.983513	30223	-0.983513	30097.2	-0.983513	30097.2
-0.964445	29954	-0.964445	30091.8	-0.964445	30091.8
-0.945341	30266	-0.945341	30085.9	-0.945341	30085.9
-0.926202	30181	-0.926202	30079.7	-0.926202	30079.7
-0.907027	29830	-0.907027	30072.9	-0.907027	30072.9
-0.887819	29924	-0.887819	30065.7	-0.887819	30065.7
-0.868577	30100	-0.868577	30057.8	-0.868577	30057.8
-0.849302	30057	-0.849302	30049.4	-0.849302	30049.4
-0.829996	30239	-0.829996	30040.3	-0.829996	30040.3
-0.810658	30014	-0.810658	30030.4	-0.810658	30030.4
-0.791289	29854	-0.791289	30019.6	-0.791289	30019.6
-0.771891	30086	-0.771891	30007.9	-0.771891	30007.9
-0.752464	29979	-0.752464	29995.1	-0.752464	29995.1
