10,069751	37322
10,002483	36946
9,934833	36972
9,866803	36613
9,798396	36775
9,729613	35806
9,660459	35537
9,590935	34828
9,521045	34323
9,450790	35099
9,380174	35213
9,309199	35318
9,237868	35538
9,166184	35333
9,094149	35211
9,021767	34854
8,949039	34805
8,875969	34880
8,802560	35335
8,728814	36311
8,654734	36479
8,580323	36706
8,505584	37059
8,430520	37315
8,355133	37516
8,279427	37569
8,203404	37727
8,127068	37613
8,050420	37817
7,973465	37777
7,896205	37404
7,818642	37664
7,740781	37706
7,662624	37329
7,584174	37697
7,505433	37777
7,426406	38036
7,347094	37582
7,267502	37753
7,187631	37542
7,107486	38214
7,027069	37430
6,946383	37754
6,865432	37784
6,784218	37792
6,702744	37679
6,621014	37782
6,539031	37629
6,456798	37816
6,374318	37792
6,291594	37434
6,208629	37229
6,125427	37550
6,041991	37304
5,958324	36492
5,874429	36406
5,790309	35675
5,705967	35432
5,621408	35777
5,536633	36704
5,451647	36883
5,366452	37188
5,281052	37570
5,195450	37155
5,109650	37260
5,023654	37236
4,937466	37301
4,851088	36577
4,764526	36300
4,677781	35211
4,590857	35099
4,503758	35702
4,416487	37112
4,329046	37415
4,241440	37721
4,153672	37344
4,065745	37433
3,977662	37364
3,889428	37812
3,801044	37502
3,712516	37831
3,623845	37528
3,535035	37518
3,446091	37525
3,357015	37465
3,267810	37907
3,178480	37957
3,089029	37680
2,999459	37917
2,909775	37655
2,819980	37868
2,730077	37832
2,640069	37755
2,549960	38256
2,459754	38131
2,369454	37845
2,279063	37861
2,188585	37919
2,098023	37261
2,007381	37489
1,916663	37556
1,825871	36781
1,735009	36108
1,644081	36179
1,553089	36900
1,462039	37483
1,370933	37501
1,279774	37771
1,188566	37635
1,097313	37413
1,006018	37570
0,914684	37588
0,823315	37409
0,731915	37028
0,640487	36473
0,549034	36105
0,457561	36571
0,366070	37305
0,274564	37639
0,183049	37751
0,091526	37814
0,000000	37867
-0,091526	37741
-0,183049	37786
-0,274564	37496
-0,366070	37770
-0,457561	37515
-0,549034	37861
-0,640487	37748
-0,731915	37684
-0,823315	38035
-0,914684	37494
-1,006018	37235
-1,097313	37395
-1,188566	36471
-1,279774	35865
-1,370933	36313
-1,462039	36914
-1,553089	37410
-1,644081	37751
-1,735009	37787
-1,825871	37240
-1,916663	37269
-2,007381	37491
-2,098023	37313
-2,188585	37478
-2,279063	37002
-2,369454	36498
-2,459754	36245
-2,549960	36321
-2,640069	37392
-2,730077	37318
-2,819980	37506
-2,909775	37365
-2,999459	37449
-3,089029	37945
-3,178480	37728
-3,267810	37935
-3,357015	37841
-3,446091	37714
-3,535035	37752
-3,623845	37729
-3,712516	37840
-3,801044	37882
-3,889428	37644
-3,977662	37537
-4,065745	37584
-4,153672	37521
-4,241440	37976
-4,329046	37819
-4,416487	37722
-4,503758	37720
-4,590857	37715
-4,677781	37334
-4,764526	37769
-4,851088	37443
-4,937466	37320
-5,023654	37155
-5,109650	36943
-5,195450	36163
-5,281052	35719
-5,366452	35085
-5,451647	35776
-5,536633	36672
-5,621408	37042
-5,705967	37382
-5,790309	37236
-5,874429	37280
-5,958324	37247
-6,041991	37130
-6,125427	36635
-6,208629	36745
-6,291594	35893
-6,374318	35389
-6,456798	35515
-6,539031	35681
-6,621014	36307
-6,702744	37253
-6,784218	36978
-6,865432	37190
-6,946383	37748
-7,027069	37627
-7,107486	37557
-7,187631	37619
-7,267502	37659
-7,347094	37834
-7,426406	37803
-7,505433	37882
-7,584174	36960
-7,662624	37897
-7,740781	37809
-7,818642	37787
-7,896205	37646
-7,973465	37798
-8,050420	37851
-8,127068	38064
-8,203404	37820
-8,279427	37620
-8,355133	37522
-8,430520	37745
-8,505584	37653
-8,580323	37554
-8,654734	37529
-8,728814	37185
-8,802560	37766
-8,875969	37606
-8,949039	37717
-9,021767	36953
-9,094149	37243
-9,166184	37001
-9,237868	36873
-9,309199	36240
-9,380174	35646
-9,450790	35026
-9,521045	34674
-9,590935	34655
-9,660459	34972
-9,729613	35434
-9,798396	36099
-9,866803	35855
-9,934833	35308
-10,002483	34975
-10,069751	34745
-10,136634	34450
-10,203128	35214
-10,269233	36080
-10,334945	36467
-10,400261	36729
-10,465180	36969
-10,529699	37056
-10,593815	37421
-10,657526	37323
-10,720829	37846
-10,783722	37546
-10,846203	37540
-10,908269	37685
-10,969917	37597
-11,031147	37361
-11,091954	37851
-11,152337	37565
-11,212294	37566
-11,271821	37714
-11,330918	37885
-11,389582	37660
-11,447809	37752
-11,505599	37713
-11,562949	37892
-11,619857	37855
-11,676320	37677
-11,732337	37986
-11,787905	37736
-11,843022	37992
-11,897686	38075
-11,951896	37378
-12,005648	37899
-12,058941	37607
-12,111773	37976
-12,164141	37885
-12,216045	37770
-12,267481	37672
-12,318448	37429
-12,368944	37814
-12,418967	37635
-12,468515	38173
-12,517586	37868
-12,566178	38074
-12,614290	38003
-12,661919	37558
-12,709064	37547
-12,755723	37968
-12,801894	37730
-12,847576	37441
-12,892766	37632
-12,937463	37887
-12,981666	37896
-13,025371	38111
-13,068579	37818
-13,111287	37438
-13,153494	37824
-13,195197	37559
-13,236396	37604
-13,277088	37511
-13,317273	37933
-13,356948	37650
-13,396113	37992
-13,434765	38009
-13,472904	37995
-13,510527	37417
-13,547634	38004
-13,584222	37679
-13,620291	37791
-13,655839	38121
-13,690865	37967
-13,725367	37540
-13,759344	37957
-13,792795	37982
-13,825718	37632
-13,858113	37649
-13,889978	37697
-13,921311	37734
-13,952112	37547
-13,982380	37583
-14,012112	38222
-14,041309	37829
-14,069969	37884
-14,098091	37808
-14,125673	38049
-14,152716	37943
-14,179217	37817
-14,205175	37662
-14,230591	38026
-14,255462	37897
-14,279788	37543
-14,303568	37894
-14,326801	38048
-14,349486	38164
-14,371622	38039
-14,393209	37793
-14,414245	37726
-14,434730	38040
-14,454662	37703
-14,474042	37858
-14,492869	38013
-14,511141	37771
-14,528858	37908
-14,546019	38056
-14,562625	37663
-14,578673	37666
-14,594164	37851
-14,609096	37801
-14,623470	37738
-14,637284	37804
-14,650539	37708
-14,663234	37800
-14,675367	38130
-14,686940	37676
-14,697950	37780
-14,708399	37836
-14,718285	38268
-14,727608	37653
-14,736368	37867
-14,744564	38016
-14,752197	38153
-14,759265	37905
-14,765769	37936
-14,771708	37928
-14,777082	37539
-14,781891	38018
-14,786135	38003
-14,789813	38063
-14,792925	38176
-14,795472	38029
-14,797453	37986
-14,798868	37732
-14,799717	37790
-14,800000	37967
